,,Abstract Bold,Greenhouse Gas (GHG) Emissions,EM-MM-110a.1,"305-1. 305-2, 305-4, 305-5, 305-6",,
,Actual,,Direct GHG produced (scope 1 (tonnes CO2e)),, ,"279,575","297,717"
,Actual,,Indirect GHG produced (scope 2 (tonnes CO2e)),, ,"23,307","23,267"
,Actual,,Proportion of GHG emissions by operation,, ,26%,24%
,Actual,,Total GHG Produced (Scope 1 and 2(tonnes CO2e)),, ,"302,882","320,984"
,Actual,,GHG Intensity (Total tonnes CO2e/ Oz of Ore Processed),, ,0.01,0.01
,Actual,,GHG Intensity (Total tonnes CO2e/ Oz of Gold Produced),, ,0.42,0.47
,,,,, ,,
,,Abstract Bold,Other Significant Air Emissions Dust Noise and Vibration,EM-MM-120a.1,305-7,,
,Actual,,Sulfur oxides (Sox) (tonnes),, ,487,486
,Actual,,Noxides (Nox) (tonnes),, ,"7,495","7,414"
,Actual,,Is environmental dust monitoring performed on site?,,,Yes,Yes
,Actual,,Is noise monitored at site?,,,Yes,Yes
,Actual,,Are blast vibrations monitored at site?,,,No,No
,,,,, ,,
,,Abstract Bold,Water Management,, ,,
,,Abstract Bold,Water Withdrawal (m³),EM-MM-140a.1,"303-3, 303-5",,
,Actual,,Surface water ,, ,"12,659,365","8,358,641"
,Actual,,"Open water bodies (High) for use
",, ,"697,848","525,338"
,Actual,,"Open water bodies (Low) for use
",, ,0,0
,Actual,,"Surface contact water from precipitation and runoff (High) managed
",, ,"11,961,517","7,833,303"
,Actual,,"Surface contact water from precipitation and runoff (Low) managed
",, ,0,0
,Actual,,"Water collected from rain and/or snow melt (High) for use
",, ,0,0
,Actual,,"Water collected from rain and/or snow melt (Low) for use
",, ,0,0
,Actual,,"Open water bodies (High) dewatered
",, ,0,0
,Actual,,"Open water bodies (Low) dewatered
",, ,0,0
,Actual,,Groundwater,, ,"2,947,098","2,314,520"
,Actual,,"Wells (High) for use
",, ,"70,686","70,202"
,Actual,,"Wells (Low) for use
",, ,0,0
,Actual,, Mine dewatering (High) managed,, ,0,0
,Actual,, Mine dewatering (Low) managed,, ,"2,876,412","2,244,318"
,Actual,, Mine dewatering (High) for use,, ,0,0
,Actual,, Mine dewatering (Low) for use,, ,0,0
,Actual,,Third-party water ,, ,0,0
,Actual,,Municipal water system (High ) for use,, ,0,0
,Actual,,Third-party water (Low) for use,, ,0,0
,Actual,Bold,Total operational water withdrawal (m3),, ,"768,534","595,540"
,Actual,Bold,Total freshwater withdrawal for use (m3),, ,"768,534","595,540"
,Actual,Bold,Total low value water withdrawal for use (m3),, , -   , -   
,Actual,,Freshwater withdrawn for use from areas with high or extremely high baseline water stress (%),, ,0%,
,Actual,,Total water withdrawn from areas with high or extremely high baseline water stress (%),, ,0%,0%
,Actual,,Water consumption from areas with high or extremely high baseline water stress (%),, ,0%,
,,,,, ,,
,,Abstract Bold,Water Withdrawal Intensity ,EM-MM-140a.1,303-3,,
,Actual,,Freshwater withdrawn for use intensity (m3 of water per tonned of ore processed),, ,0.03,0.02
,Actual,,Freshwater withdrawn for use intensity (m3 of water per gold oz),, ,1.06,0.88
,,,,, ,,
,,Abstract Bold,Water Used and Recycled (m³),EM-MM-140a.1 ,303-5,,
,Actual,Bold,Total water comsumption,, ,"12,399,086","6,298,809"
,Actual,,Total water used ,, ,,"20,164,794"
,Actual,,Water recycled ,, ,,"19,569,254"
,Actual,,Percent water recycled,, ,,97%
,,,,, ,,
,,Abstract Bold,Water Discharge (m³),EM-MM-140a.2,"303-4, 306-1,306-5",,
,Actual,Bold,Water discharged,, ,"3,207,377","4,374,352"
,Actual,Bold,Water discharged to fresh water bodies ,, ,"3,207,377","4,374,352"
,Actual,,Untreated water discharged to fresh water bodies ,, ,0,0
,Actual,,Primary treated  water discharged to fresh water bodies ,, ,"3,119,619","4,284,268"
,Actual,,Secondary treated water discharged to fresh water bodies ,, ,0,0
,Actual,,Tertiary treated water discharged to fresh water bodies ,, ,"87,758","90,084"
,Actual,Bold,Discharged to sea/ocean,, ,0,0
,Actual,,Untreated water discharged to sea/ocean,, ,0,0
,Actual,,Primary treated water discharged to sea/ocean,, ,0,0
,Actual,,Secondary treated water discharged to sea/ocean,, ,0,0
,Actual,,Tertiary treated water discharged to sea/ocean,, ,0,0
,Actual,Bold,Discharged underground,, ,0,0
,Actual,,Untreated water discharged underground,, ,0,0
,Actual,,Primary treated water discharged underground,, ,0,0
,Actual,,Secondary treated water discharged underground,, ,0,0
,Actual,,Tertiary treated water discharged underground,, ,0,0
,Actual,Bold,Discharge to third party for reclamation,, ,0,0
,Actual,,Untreated water discharged to third party for reclamation,, ,0,0
,Actual,,Primary treated  water discharged to third party for reclamation,, ,0,0
,Actual,,Secondary treated water discharged to third party for reclamation,, ,0,0
,Actual,,Tertiary treated water discharged to third party for reclamation,, ,0,0
,,,,, ,,
,,Abstract Bold,Water Treatment and Monitoring,EM-MM-140a.1,"303-3, 303-5",,
,,Abstract Bold,Water Discharge,, ,,
,Actual,,Is the temperature of discharge water monitored?,, ,Yes,Yes
,Actual,,Number of incidents of non-compliance with discharge limits,, ,0,2
,,,,, ,,
,,Abstract Bold,Water Bodies Affected by Water Discharges and/or Runoff,,306-5,,
,Actual,,Where is final effluent discharged,,,"MRS2-A-FDP (Karel Creek), MRB.1 (Easter Creek), UC.1 (unnamed Creek - Discharges to Lindbergh Creek), ECD (East Creek)","MRS2-A-FDP (Karel Creek), MRB.1 (Easter Creek), UC.1 (unnamed Creek - Discharges to Lindbergh Creek), ECD (East Creek)"
,Actual,,Size of water body used for effluent discharge (m3),,,N/A,N/A
,Actual,,Average flow of river used for effluent discharge (m3 per second),,,0.28 East Creek and 0.136 Karel Creek,0.15 / 0.80
,Actual,,Number of protected species in the water body used for discharge,, , -   ,N/A
,Actual,,"Is receiving water body designated as protected area		",,,No,No
,Actual,,Is the amount of effluent discharged average 5 % or more of annual average volume?,,,Yes for Karel Creek,Yes
,Actual,,Have discharges been designated by professionals as having or highly likely to have significant impacts on the water body and associated habitats?,,,No,No
,Actual,,Is the water body recognized by professionals to be particularly sensitive due to its relative size function or status as a rare threatened or endagered system?,,,No,No
,Actual,,Is the water body a ramsar-listed wetland or conservation area?,,,No,No
,Actual,,Is the water body identified as having a high biodiversity value?,,,No,No
,Actual,,Does the water body and related habitat have a high value or importance to local communities?,,,Yes,Yes
,Actual,,Water bodies and related habitats significantly affected by discharge,,,No,
,,,,, ,,
,,Abstract Bold,Tailings and Waste,, ,,
,,Abstract Bold,"Materials, Tailings & Waste",EM-MM-000.A,301-1,,
,,Abstract Bold,Production,, ,,
,Actual,,Total ore processed (tonnes),, ,"25,460,860","25,434,854"
,Actual,,Total gold (Oz),, ,"725,041","677,446"
,Thousands,,Total silver (thousands of Oz),, ,125,"78,511"
,Actual,,Mill zinc (t),, ,0,0
,Actual,,Mill copper (t),, ,0,0
,,,,, ,,
,,Abstract Bold,Total Waste Generated (Mineral and Non-Mineral Waste),EM- MM-150a.7,306-2,,
,Actual,,Total non-hazardous waste generated (tonnes),, ,"108,115,184","106,914,518"
,Actual,,Total hazardous waste generated (tonnes),, ,"9,286,337","3,156,881"
,Actual,Bold,Total waste generated (tonnes),, ,"117,401,521","110,071,399"
,Actual,,Total waste recycled (tonnes),, ,"18,464,650","18,126,045"
,Actual,,Percentage (%) waste recycled (tonnes),, ,16%,16%
,,,,, ,,
,,Abstract Bold,Mined Material ," EM-MM-150a.5, EM-MM-150.6,  EM-MM-150a.8",306-2,,
,Actual,Bold,Total waste rock mined (tonnes),, ,"91,896,367","84,640,098"
,Actual,,Total potentially hazardous waste rock mined (tonnes),, ,"9,283,961","3,155,580"
,Actual,,Potentially hazardous waste rock returned underground as backfill or in pits (tonnes),, ,0,0
,Actual,,Potentially hazardous waste rock used in tailings dam construction (tonnes),, ,0,0
,Actual,,Potentially hazardous  waste rock used in other construction (tonnes),, ,0,0
,Actual,,Potentially hazardous  waste rock remaining on surface or removed from waste rock piles (tonnes),, ,"9,283,961","3,155,580"
,Actual,,Total non-hazardous waste rock mined (tonnes),, ,"82,612,406","81,484,518"
,Actual,,Non-hazardous waste rock returned underground as backfill or in pits (tonnes),, ,0,0
,Actual,,Non-hazardous waste rock used in tailings dam construction (tonnes),, ,"18,000,000","17,130,000"
,Actual,,Non-hazardous waste rock used in other construction (tonnes),, ,"460,000","990,000"
,Actual,,Non-hazardous waste rock placed on surface or removed from waste rock piles  (tonnes),, ,"64,152,406","63,364,518"
,Actual,,Percentage (%) waste rock recycled,, ,20%,21%
,Actual,Bold,Total mill tailings produced (tonnes),, ,"25,460,861","25,430,000"
,Actual,,Total potentially hazardous mill tailings produced (tonnes),, ,0,0
,Actual,,Potentially hazardous mill tailings returned underground as backfill (tonnes),, ,0,0
,Actual,,Potentially hazardous mill tailings placed in surface tailings containment (tonnes),, ,0,0
,Actual,,Total non-hazardous mill tailings produced (tonnes),, ,"25,460,861","25,430,000"
,Actual,,Non-hazardous mill tailings returned underground as backfill (tonnes),, ,0,0
,Actual,,Non-hazardous mill tailings placed in surface tailings containment (tonnes),, ,"25,460,861","25,430,000"
,Actual,,Percentage (%) mill tailings recycled,, ,0%,0%
,Actual,Bold,Total mined material,, ,"117,357,228","110,070,098"
,Actual,Bold,Total hazardous mined material,, ,"9,283,961","3,155,580"
,Actual,Bold,Total non-hazardous mine material,, ,"108,073,267","106,914,518"
,,,,, ,,
,,Abstract Bold,Domestic Waste & Non-Mineral Hazardous Waste, EM-MM-150a.4,306-2,,
,Actual,Bold,Total non-hazardous domestic waste generated (tonnes),, ,"41,917","21,100"
,Actual,,Domestic waste (garbage) sent to an on-site landfill (tonnes),, ,"37,267","15,054"
,Actual,,Domestic waste (garbage) sent to an on-site incinerator (tonnes),, ,0,0
,Actual,,Domestic waste (garbage) sent to an off-site landfill (tonnes),, ,0,1
,Actual,,Domestic waste (garbage) sent to an off-site incinerator (tonnes),, ,0,0
,Actual,,Paper and cardboard sent to recycling (tonnes),, ,38,58
,Actual,,Plastics sent to recycling (tonnes),, ,0,0
,Actual,,Metals sent to recycling (tonnes),, ,"2,416","3,611"
,Actual,,Wood sent to recycling (tonnes),, ,0,0
,Actual,,Tires sent to recycling (tonnes),, ,"1,572","2,216"
,Actual,,Other sent to recycling (tonnes),, ,624,160
,Actual,Bold,Total domestic waste recycled (tonnes),, ,"4,650","6,045"
,Actual,Bold,Non-Hazardous \Domestic Waste Recycled (%),, ,11%,29%
,Actual,Bold,Total hazardous non-mineral waste generated (tonnes),, ,"2,376","1,301"
,Actual,, Used oil sent off site for treatment or used on-site as fuel (tonnes),, ,759,872
,Actual,, Contaminated soil produced during the year (tonnes),, ,2,3
,Actual,,Hazardous waste shipped to and off-site disposal facility (tonnes),, ,"1,615",426
,Actual,Bold,Total non-mineral waste generated (tonnes),, ,"44,293","22,401"
,,,,, ,,
,,Abstract Bold,Transport of Hazardous Waste,,306-4,,
,Actual,,Total weight of hazardous waste transported (tonnes),, ,"2,376","1,301"
,Actual,,  Hazardous waste transported imported to the mine (tonnes),, ,0,0
,Actual,,Hazardous waste transport exported from the mine (tonnes),, ,"2,376","1,301"
,Actual,,Hazardous waste shipped internationally (%),, ,0%,0%
,,,,, ,,
,,Abstract Bold,Acid Rock Drainage, EM-MM-160a.2, ,,
,Actual,,Predicted to occur,,,Yes,No
,Actual,,Actively mitigated,,,Yes,Yes
,Actual,,Under treatment or remediation,,,No,Yes
,,,,, ,,
,,Abstract Bold Color,Social,, ,,
,,Abstract Bold,Health & Safety,, ,,
,,Abstract Bold,Combined Health and Safety Performance,EM-MM-320a.1,403-09,,
,Actual,,Person-hours worked,, ,"4,403,347","4,684,080"
,Actual,,Number of fatalities,, ,0,0
,Actual,,Lost time accidents,, ,1,2
,Actual,,Light duty incidents,, ,8,1
,Actual,,Medical aid incident,, ,6,7
,Actual,,Lost-time injury frequency per 200k person-hours worked,, ,0.05,0.09
,Actual,,Lost-time injury frequency per 1M person-hours worked,, ,0.23,0.43
,Actual,,Total incidents frequency per 200k person-hours worked frequency,, ,0.68,0.43
,Actual,,Total incidents frequency per 1M person-hours worked frequency,, ,3.41,2.13
,,,,, ,,
,,Abstract Bold,Employee Health and Safety Performance,EM-MM-320a.1,403-09,,
,Actual,,Person-hours worked,, ,"2,341,104","2,612,244"
,Actual,,Number of fatalities,, ,0,0
,Actual,,Lost time accidents,, ,0,1
,Actual,,Light duty incidents,, ,4,0
,Actual,,Medical aid incident,, ,2,4
,Actual,,Lost-time injury frequency per 200k person-hours worked,, ,0.00,0.08
,Actual,,Lost-time injury frequency per 1M person-hours worked,, ,0.00,0.38
,Actual,,Total incidents frequency per 200k person-hours worked frequency,, ,0.51,0.38
,Actual,,Total incidents frequency per 1M person-hours worked frequency,, ,2.56,1.91
,,,,, ,,
,,Abstract Bold,Contractor Health and Safety Performance, EM-MM-320a.1,403-09,,
,Actual,,Person-hours worked,, ,"2,062,243","2,071,836"
,Actual,,Number of fatalities,, ,0,0
,Actual,,Lost time accidents,, ,1,1
,Actual,,Light duty incidents,, ,4,1
,Actual,,Medical aid incident,, ,4,3
,Actual,,Lost-time injury frequency per 200k person-hours worked,, ,0.10,0.10
,Actual,,Lost-time injury frequency per 1M person-hours worked,, ,0.48,0.48
,Actual,,Total incidents frequency per 200k person-hours worked frequency,, ,0.87,0.48
,Actual,,Total incidents frequency per 1M person-hours worked frequency,, ,4.36,2.41
,,,,, ,,
,,Abstract Bold,Workforce,, ,,
,,Abstract Bold,"Global Workforce by Employment Type, Contract, Gender and Region",EM-MM-000.B,2-7,,
,Actual,Bold,Total contractors,, ,"1,154",794
,Actual,Bold,Total Agnico employees,, ,"1,391","1,484"
,Actual,,Total employees male,, ,"1,235","1,308"
,Actual,,Total employees female,, ,156,176
,Actual,,Total agnico permanent,, ,"1,388","1,483"
,Actual,,Permanent male,, ,"1,235","1,308"
,Actual,,Permanent female,, ,153,175
,Actual,,Total agnico temporary,, ,1,0
,Actual,,Temporary male,, ,0,0
,Actual,,Temporary female,, ,1,0
,Actual,,Total agnico on-call,, ,0,0
,Actual,,On-call male,, ,0,0
,Actual,,On-call female,, ,0,0
,Actual,,Total student,, ,2,1
,Actual,,Student male,, ,0,0
,Actual,,Student female,, ,2,1
,Actual,Bold,Percentage contractors,, ,45%,35%
,Actual,Bold,Total workforce,, ,"2,545","2,278"
,,,,, ,,
,,Abstract Bold,"New Employee Hires by Age Group, Gender, and Region",,401-01,,
,Actual,,Total female new hires,, ,56,39
,Actual,,Female under 30 years,, ,26,12
,Actual,,Female 30-50 years,, ,20,21
,Actual,,Female over 50 years,, ,10,6
,Actual,,Total male new hires,, ,255,230
,Actual,,Male under 30 years,, ,87,78
,Actual,,Male 30-50 years,, ,122,111
,Actual,,Male over 50 years,, ,46,41
,Actual,Bold,% Female new hires,, ,47%,25%
,Actual,Bold,Total new hires,, ,311,269
,,,,, ,,
,,Abstract Bold,"New Employee Hire Rate by Gender, and Region",,401-01,,
,Actual,,Total female new hire rate,, ,46.7%,24.8%
,Actual,,Total male new hire rate,, ,21.6%,17.9%
,Actual,,Total new hire rate,, ,23.9%,18.6%
,,,,, ,,
,,Abstract Bold,"Permanent Employee Turnover by Age Group, Gender, and Region",,401-01,,
,Actual,,Total female turnover,, ,25,11
,Actual,,Female under 30 years,, ,7,2
,Actual,,Female 30-50 years,, ,15,4
,Actual,,Female over 50 years,, ,3,5
,Actual,,Total male turnover,, ,125,145
,Actual,,Male under 30 years,, ,20,27
,Actual,,Male 30-50 years,, ,68,76
,Actual,,Male over 50 years,, ,37,42
,Actual,Bold,Total turnover,, ,150,156
,,,,, ,,
,,Abstract Bold,"Permanent Employee Turnover rate by Gender, and Region",,401-1,,
,Actual,,Total female turnover rate,, ,21.4%,7.1%
,Actual,,Total male turnover rate,, ,10.6%,11.3%
,Actual,Bold,Total turnover rate,, ,11.5%,10.8%
,,,,, ,,
,,Abstract Bold,Diversity of Employee in Management Positions by Gender,, ,,
,Actual,,Female front-line management and supervisors,, ,6,
,Actual,,Male front-line management and supervisors,, ,126,
,Actual,Bold,%Female front-line management and supervisors,, ,5%,
,Actual,,Female senior management,, ,2,
,Actual,,Male senior management,, ,10,
,Actual,Bold,%Female senior management,, ,17%,
,Actual,,Female in all management positions,, ,8,
,Actual,,Male in all management positions,, ,136,
,Actual,Bold,%Female in all management positions,, ,6%,
,,,,, ,,
,,Abstract Bold,Average Hours of Training per Year per Employee,,404-1,,
,Actual,,Total hours of training for employees,, ,"43,224","33,795"
,Actual,,Average hours of training per employee,, ,33,23
,,,,, ,,
,,Abstract Bold,Diversity of Employees per Employee Category by Gender,,405-1,,
,Actual,,Percentage of hourly employees female,, ,7%,8%
,Actual,,Percentage of hourly employees male,, ,93%,92%
,Actual,,Percentage of salaried employees female,, ,20%,21%
,Actual,,Percentage of salaried employees male,, ,80%,79%
,Actual,,Percentage of female employees,, ,11%,12%
,Actual,,Percentage of male employees,, ,89%,88%
,,,,, ,,
,,Abstract Bold,Diversity of Employees per Employee Category by Age,,405-1,,
,Actual,,Percentage of hourly employees under 30 years,, ,17%,19%
,Actual,,Percentage of hourly employees 30-50 years,, ,50%,50%
,Actual,,Percentage of hourly employees over 50 years,, ,33%,31%
,Actual,,Percentage of salaried employees under 30 years,, ,13%,14%
,Actual,,Percentage of salaried employees 30-50 years,, ,59%,62%
,Actual,,Percentage of salaried employees over 50 years,, ,31%,29%
,Actual,,Percentage of employees under 30 years,, ,0%,18%
,Actual,,Percentage of employees 30-50 years,, ,53%,54%
,Actual,,Percentage of employees over 50 years,, ,31%,29%
,,,,, ,,
,,Abstract Bold,Local and Indigenous Employment,, ,,
,Actual,,Total indigenous employees,, ,284,271
,Actual,,Percentage indigenous employees,, ,20%,18%
,Actual,,Total local employees,, ,747,694
,Actual,,Percentage local employees,, ,54%,47%
,,,,, ,,
,,Abstract Bold,Benefits Provided to Full-Time Employees,,401-2,,
,Actual,,Life insurance,,,Yes,Yes
,Actual,,Health care,,,Yes,Yes
,Actual,,Disability/invalidity coverage ,,,Yes,Yes
,Actual,,Parental leave,,,Yes,Yes
,Actual,,Retirement provision,,,No,No
,Actual,,Stock ownership,,,No,No
,,,,, ,,
,,Abstract Bold,Operational Changes ,,"402-1, MM04",,
,Actual,,Minimum notice period (in weeks) regarding operational changes,,,Per ESA,Per ESA
,Actual,,Number of strikes and lockouts exceeding one week duration ,, ,0,0
,,,,, ,,
,,Abstract Bold,Percentage of Employees Receiving Regular Performance and Career Development Reviews,,404-3,,
,Actual,,Salaried employees who receive performance and career reviews (%),, ,79%,100%
,Actual,,Hourly employees who receive performance and career reviews (%),,N/A,85%,N/A
,,,,, ,,
,,Abstract Bold,Incidents of Discrimination and Corrective Actions Taken,,406-1,,
,Actual,,Number of grievances about discrimination filed through a formal mechanism,, ,2,17
,Actual,,Number of grievances about discrimination investigated by the organization,, ,2,17
,Actual,,Number of remediation plans implemented as a result of an investigation,, ,2,17
,Actual,,"Number of grievances resolved, completed or withdrawn at the end of the year",, ,2,17
,,,,, ,,
,,Abstract Bold,Communities & Indigenous Peoples,, ,,
,,Abstract Bold,Operations Taking Place in or Near Indigenous Territory,EM-MM-210a.2,MM5,,
,Actual,,Is the operation adjacent or on indigenous peoples territory,,,Yes,Yes
,Actual,,Do formal agreements exist with indigenous peoples,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Local Community Engagement Impact Assessment and Development Programs,,413-1,,
,Actual,,Has the mine been subject to a social impact assessment,,,Yes,Yes
,Actual,,Are the results of environmental and social impact assessments publicly disclosed,,,Yes,Yes
,Actual,,Are local community investment plans based on local community needs,,,Yes,Yes
,Actual,,Are stakeholder engagement plans based on stakeholder mapping,,,Ongoing,Yes
,Actual,,Was there active community engagement during the reporting year?,, ,Yes,
,Actual,,Are there local community consultation committees,,,Yes,Yes
,Actual,,Are there processes to include vulnerable groups in community consultation committees or other forms of community engagement,,,Yes,Yes
,Actual,,Is there a formal local community grievance process,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Actual or Potential Negative Impacts on Local Communities Near the Mine,,413-2,,
,Actual,,Are there actual or potential negative social impacts on local communities? ,,,Potential impacts,Potential impacts
,Actual,,Are there actual or potential negative economic impacts on local communities? ,,,No impacts,No impacts
,Actual,,Are there actual or potential negative impacts on the local communities' environmental well-being? ,,,Potential impacts,Potential impacts
,,,,, ,,
,,Abstract Bold,Community Response Mechanisms,,MM7,,
,Actual,Bold,Total number of community grievances or complaints by category,, ,1,0
,Actual,,Environmental,, ,0,0
,Actual,,Health & safety,, ,0,0
,Actual,,Social and communities,, ,0,0
,Actual,,Economic opportunities (e.g. employment & procurement),, ,0,0
,Actual,,Indigenous rights,, ,1,0
,Actual,,Land and resource use,, ,0,0
,Actual,,Mining practices and activities,, ,0,0
,Actual,,Number of grievances or complaints investigated,, ,1,0
,Actual,,Number of remediation plans implemented as a result of an investigation,, ,0,0
,Actual,,Number of grievances or complaints resolved completed or withdrawn at the end of the year,, ,0,0
,Actual,,Number of grievances not addressed within 30 days,, ,,0
,Actual,,Number of complainants during the year,, ,,0
,,,,, ,,
,,Abstract Bold,Significant Disputes or Incidents Relating to Land Use Customary Rights or Local Communities and Indigenous Peoples,, ,,
,Actual,,Total number of significant disputes,, ,0,0
,Actual,,Number of incidents investigated,, ,0,0
,Actual,,Number of remediation plans implemented as a result of an investigation,, ,0,0
,Actual,,Number of remediation plan results reviewed by internal management,, ,0,0
,Actual,,Number of disputes or incidents resolved completed or withdrawn at the end of the year,, ,0,0
,Actual,,Descriptions of any disputes or incidents,,,N/A,N/A
,,,,, ,,
,,Abstract Bold,Non-compliance with Laws and Regulations in the Social and Economic Area,, ,,
,Actual,,Where there any significant fines or non-monetary sanctions for non-compliance with social or economic laws and/or regulations?,,,No,No
,Actual,,Total monetary value of fines,,,N/A,No
,Actual,,Total number of non-monetary sanctions,,,N/A,No
,,,,, ,,
,,Abstract Bold,Closure and Remediation,, ,,
,Actual,,Does the site have a completed closure & remediation plan,,,Yes,Yes
,Actual,,If yes does the plan include social and economic considerations? ,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Political contributions,, ,,
,Actual,,Were any financial or in-kind contributions given to political or related parties?,,,No,No
,,,,, ,,
,,Abstract Bold,Human Rights,, ,,
,Actual,,Has the mine been subject to human rights reviews or human rights impact assessment1?,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Community Engagements (TSM),, ,,
,,Abstract Bold,Community of Interest Engagement,, ,,
,Actual,,Does the operation publicy report on COI engagements including type of engagements and topic/themes of the engagement? ,,,No,N/A
,Actual,,Link to public disclosure,, ,,N/A
,,,,, ,,
,,Abstract Bold,Community of Interest Feedback on Engagement and Outcomes,, ,,
