,,Abstract Bold,Greenhouse Gas (GHG) Emissions,EM-MM-110a.1,"305-1. 305-2, 305-4, 305-5, 305-6",,
,Actual,,Direct GHG produced (scope 1 (tonnes CO2e)),, ,"40,173","47,184"
,Actual,,Indirect GHG produced (scope 2 (tonnes CO2e)),, ,"61,171",19
,Actual,,Proportion of GHG emissions by operation,, ,9%,4%
,Actual,,Total GHG Produced (Scope 1 and 2(tonnes CO2e)),, ,"101,344","47,203"
,Actual,,GHG Intensity (Total tonnes CO2e/ Oz of Ore Processed),, ,0.05,0.02
,Actual,,GHG Intensity (Total tonnes CO2e/ Oz of Gold Produced),, ,0.47,0.20
,,,,, ,,
,,Abstract Bold,Other Significant Air Emissions Dust Noise and Vibration,EM-MM-120a.1,305-7,,
,Actual,,Sulfur oxides (Sox) (tonnes),, ,13.0,0.1
,Actual,,Noxides (Nox) (tonnes),, ,235,108
,Actual,,Is environmental dust monitoring performed on site?,,,Yes,Yes
,Actual,,Is noise monitored at site?,,,Yes,Yes
,Actual,,Are blast vibrations monitored at site?,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Water Management,, ,,
,,Abstract Bold,Water Withdrawal (m³),EM-MM-140a.1,"303-3, 303-5",,
,Actual,,Surface water ,, ,"2,173,946","1,944,288"
,Actual,,"Open water bodies (High) for use
",, ,"2,173,946","1,944,288"
,Actual,,"Open water bodies (Low) for use
",, ,0,0
,Actual,,"Surface contact water from precipitation and runoff (High) managed
",, ,0,0
,Actual,,"Surface contact water from precipitation and runoff (Low) managed
",, ,0,0
,Actual,,"Water collected from rain and/or snow melt (High) for use
",, ,0,0
,Actual,,"Water collected from rain and/or snow melt (Low) for use
",, ,0,0
,Actual,,"Open water bodies (High) dewatered
",, ,0,0
,Actual,,"Open water bodies (Low) dewatered
",, ,0,0
,Actual,,Groundwater,, ,"5,487,420","5,722,838"
,Actual,,"Wells (High) for use
",, ,"37,322","28,752"
,Actual,,"Wells (Low) for use
",, ,0,0
,Actual,, Mine dewatering (High) managed,, ,0,0
,Actual,, Mine dewatering (Low) managed,, ,"3,727,738","3,974,861"
,Actual,, Mine dewatering (High) for use,, ,0,0
,Actual,, Mine dewatering (Low) for use,, ,"1,722,360","1,719,225"
,Actual,,Third-party water ,, ,0,0
,Actual,,Municipal water system (High ) for use,, ,0,0
,Actual,,Third-party water (Low) for use,, ,0,0
,Actual,Bold,Total operational water withdrawal (m3),, ,"3,933,628","3,692,265"
,Actual,Bold,Total freshwater withdrawal for use (m3),, ,"2,211,268","1,973,040"
,Actual,Bold,Total low value water withdrawal for use (m3),, ,"1,722,360","1,719,225"
,Actual,,Freshwater withdrawn for use from areas with high or extremely high baseline water stress (%),, ,0%,
,Actual,,Total water withdrawn from areas with high or extremely high baseline water stress (%),, ,0%,0%
,Actual,,Water consumption from areas with high or extremely high baseline water stress (%),, ,0%,
,,,,, ,,
,,Abstract Bold,Water Withdrawal Intensity ,EM-MM-140a.1,303-3,,
,Actual,,Freshwater withdrawn for use intensity (m3 of water per tonned of ore processed),, ,1.15,1.01
,Actual,,Freshwater withdrawn for use intensity (m3 of water per gold oz),, ,10.19,8.42
,,,,, ,,
,,Abstract Bold,Water Used and Recycled (m³),EM-MM-140a.1 ,303-5,,
,Actual,Bold,Total water comsumption,, ,"2,016,353","2,319,103"
,Actual,,Total water used ,, ,,"8,562,458"
,Actual,,Water recycled ,, ,,"4,870,193"
,Actual,,Percent water recycled,, ,,72%
,,,,, ,,
,,Abstract Bold,Water Discharge (m³),EM-MM-140a.2,"303-4, 306-1,306-5",,
,Actual,Bold,Water discharged,, ,"5,645,013","5,348,023"
,Actual,Bold,Water discharged to fresh water bodies ,, ,"5,645,013","5,348,023"
,Actual,,Untreated water discharged to fresh water bodies ,, ,0,0
,Actual,,Primary treated  water discharged to fresh water bodies ,, ,"3,727,738","3,974,861"
,Actual,,Secondary treated water discharged to fresh water bodies ,, ,"1,917,275","1,373,162"
,Actual,,Tertiary treated water discharged to fresh water bodies ,, ,0,0
,Actual,Bold,Discharged to sea/ocean,, ,0,0
,Actual,,Untreated water discharged to sea/ocean,, ,0,0
,Actual,,Primary treated water discharged to sea/ocean,, ,0,0
,Actual,,Secondary treated water discharged to sea/ocean,, ,0,0
,Actual,,Tertiary treated water discharged to sea/ocean,, ,0,0
,Actual,Bold,Discharged underground,, ,0,0
,Actual,,Untreated water discharged underground,, ,0,0
,Actual,,Primary treated water discharged underground,, ,0,0
,Actual,,Secondary treated water discharged underground,, ,0,0
,Actual,,Tertiary treated water discharged underground,, ,0,0
,Actual,Bold,Discharge to third party for reclamation,, ,0,0
,Actual,,Untreated water discharged to third party for reclamation,, ,0,0
,Actual,,Primary treated  water discharged to third party for reclamation,, ,0,0
,Actual,,Secondary treated water discharged to third party for reclamation,, ,0,0
,Actual,,Tertiary treated water discharged to third party for reclamation,, ,0,0
,,,,, ,,
,,Abstract Bold,Water Treatment and Monitoring,EM-MM-140a.1,"303-3, 303-5",,
,,Abstract Bold,Water Discharge,, ,,
,Actual,,Is the temperature of discharge water monitored?,, ,Yes,Yes
,Actual,,Number of incidents of non-compliance with discharge limits,, ,0,0
,,,,, ,,
,,Abstract Bold,Water Bodies Affected by Water Discharges and/or Runoff,,306-5,,
,Actual,,Where is final effluent discharged,,,River Loukinen,River Loukinen
,Actual,,Size of water body used for effluent discharge (m3),,,N/A,N/A
,Actual,,Average flow of river used for effluent discharge (m3 per second),, ,22,22
,Actual,,Number of protected species in the water body used for discharge,, , -   ,
,Actual,,"Is receiving water body designated as protected area		",,,No,No
,Actual,,Is the amount of effluent discharged average 5 % or more of annual average volume?,,,No,No
,Actual,,Have discharges been designated by professionals as having or highly likely to have significant impacts on the water body and associated habitats?,,,No,No
,Actual,,Is the water body recognized by professionals to be particularly sensitive due to its relative size function or status as a rare threatened or endagered system?,,,No,No
,Actual,,Is the water body a ramsar-listed wetland or conservation area?,,,No,No
,Actual,,Is the water body identified as having a high biodiversity value?,,,No,No
,Actual,,Does the water body and related habitat have a high value or importance to local communities?,,,Yes,Yes
,Actual,,Water bodies and related habitats significantly affected by discharge,,,No,
,,,,, ,,
,,Abstract Bold,Tailings and Waste,, ,,
,,Abstract Bold,"Materials, Tailings & Waste",EM-MM-000.A,301-1,,
,,Abstract Bold,Production,, ,,
,Actual,,Total ore processed (tonnes),, ,"1,924,784","1,954,215"
,Actual,,Total gold (Oz),, ,"216,947","234,402"
,Thousands,,Total silver (thousands of Oz),, ,13,"15,201"
,Actual,,Mill zinc (t),, ,0,0
,Actual,,Mill copper (t),, ,0,0
,,,,, ,,
,,Abstract Bold,Total Waste Generated (Mineral and Non-Mineral Waste),EM- MM-150a.7,306-2,,
,Actual,,Total non-hazardous waste generated (tonnes),, ,"709,784","728,342"
,Actual,,Total hazardous waste generated (tonnes),, ,"2,557,201","2,406,170"
,Actual,Bold,Total waste generated (tonnes),, ,"3,266,985","3,134,512"
,Actual,,Total waste recycled (tonnes),, ,"1,695,660","1,454,800"
,Actual,,Percentage (%) waste recycled (tonnes),, ,52%,46%
,,,,, ,,
,,Abstract Bold,Mined Material ," EM-MM-150a.5, EM-MM-150.6,  EM-MM-150a.8",306-2,,
,Actual,Bold,Total waste rock mined (tonnes),, ,"1,231,853","1,108,309"
,Actual,,Total potentially hazardous waste rock mined (tonnes),, ,"524,822","379,967"
,Actual,,Potentially hazardous waste rock returned underground as backfill or in pits (tonnes),, ,"238,190","176,914"
,Actual,,Potentially hazardous waste rock used in tailings dam construction (tonnes),, ,"286,632","203,053"
,Actual,,Potentially hazardous  waste rock used in other construction (tonnes),, ,0,0
,Actual,,Potentially hazardous  waste rock remaining on surface or removed from waste rock piles (tonnes),, ,0,0
,Actual,,Total non-hazardous waste rock mined (tonnes),, ,"707,031","728,342"
,Actual,,Non-hazardous waste rock returned underground as backfill or in pits (tonnes),, ,"332,164","368,791"
,Actual,,Non-hazardous waste rock used in tailings dam construction (tonnes),, ,"54,089","36,436"
,Actual,,Non-hazardous waste rock used in other construction (tonnes),, ,"290,295","133,936"
,Actual,,Non-hazardous waste rock placed on surface or removed from waste rock piles  (tonnes),, ,"30,483","189,179"
,Actual,,Percentage (%) waste rock recycled,, ,98%,83%
,Actual,Bold,Total mill tailings produced (tonnes),, ,"2,032,080","2,025,863"
,Actual,,Total potentially hazardous mill tailings produced (tonnes),, ,"2,032,080","2,025,863"
,Actual,,Potentially hazardous mill tailings returned underground as backfill (tonnes),, ,"491,721","534,204"
,Actual,,Potentially hazardous mill tailings placed in surface tailings containment (tonnes),, ,"1,540,359","1,491,659"
,Actual,,Total non-hazardous mill tailings produced (tonnes),, ,0,0
,Actual,,Non-hazardous mill tailings returned underground as backfill (tonnes),, ,0,0
,Actual,,Non-hazardous mill tailings placed in surface tailings containment (tonnes),, ,0,0
,Actual,,Percentage (%) mill tailings recycled,, ,24%,26%
,Actual,Bold,Total mined material,, ,"3,263,933","3,134,172"
,Actual,Bold,Total hazardous mined material,, ,"2,556,902","2,405,830"
,Actual,Bold,Total non-hazardous mine material,, ,"707,031","728,342"
,,,,, ,,
,,Abstract Bold,Domestic Waste & Non-Mineral Hazardous Waste, EM-MM-150a.4,306-2,,
,Actual,,Total non-hazardous domestic waste generated (tonnes),, ,"2,753","1,646"
,Actual,,Domestic waste (garbage) sent to an on-site landfill (tonnes),, ,0,0
,Actual,,Domestic waste (garbage) sent to an on-site incinerator (tonnes),, ,0,0
,Actual,,Domestic waste (garbage) sent to an off-site landfill (tonnes),, ,0,0
,Actual,,Domestic waste (garbage) sent to an off-site incinerator (tonnes),, ,184,180
,Actual,,Paper and cardboard sent to recycling (tonnes),, ,2,10
,Actual,,Plastics sent to recycling (tonnes),, ,0,0
,Actual,,Metals sent to recycling (tonnes),, ,"1,825",599
,Actual,,Wood sent to recycling (tonnes),, ,314,443
,Actual,,Tires sent to recycling (tonnes),, ,84,84
,Actual,,Other sent to recycling (tonnes),, ,344,330
,Actual,Bold,Total domestic waste recycled (tonnes),, ,"2,569","1,466"
,Actual,Bold,Non-Hazardous \Domestic Waste Recycled (%),, ,93%,89%
,Actual,Bold,Total hazardous non-mineral waste generated (tonnes),, ,299,340
,Actual,, Used oil sent off site for treatment or used on-site as fuel (tonnes),, ,42,26
,Actual,, Contaminated soil produced during the year (tonnes),, ,36,159
,Actual,,Hazardous waste shipped to and off-site disposal facility (tonnes),, ,221,155
,Actual,,Total non-mineral waste generated (tonnes),, ,"3,052","1,986"
,,,,, ,,
,,Abstract Bold,Transport of Hazardous Waste,,306-4,,
,Actual,,Total weight of hazardous waste transported (tonnes),, ,0,0
,Actual,,  Hazardous waste transported imported to the mine (tonnes),, ,0,0
,Actual,, Hazardous waste transport exported from the mine (tonnes),, ,0,0
,Actual,,Hazardous waste shipped internationally (%),, ,0%,0%
,,,,, ,,
,,Abstract Bold,Acid Rock Drainage, EM-MM-160a.2, ,,
,Actual,,Predicted to occur,,,No,No
,Actual,,Actively mitigated,,,No,No
,Actual,,Under treatment or remediation,,,No,No
,,,,, ,,
,,Abstract Bold Color,Social,, ,,
,,Abstract Bold,Health & Safety,, ,,
,,Abstract Bold,Combined Health and Safety Performance,EM-MM-320a.1,403-09,,
,Actual,,Person-hours worked,, ,"1,929,250","1,715,706"
,Actual,,Number of fatalities,, ,0,0
,Actual,,Lost time accidents,, ,10,7
,Actual,,Light duty incidents,, ,1,2
,Actual,,Medical aid incident,, ,4,2
,Actual,,Lost-time injury frequency per 200k person-hours worked,, ,1.04,0.82
,Actual,,Lost-time injury frequency per 1M person-hours worked,, ,5.18,4.08
,Actual,,Total incidents frequency per 200k person-hours worked frequency,, ,1.56,1.28
,Actual,,Total incidents frequency per 1M person-hours worked frequency,, ,7.78,6.41
,,,,, ,,
,,Abstract Bold,Employee Health and Safety Performance,EM-MM-320a.1,403-09,,
,Actual,,Person-hours worked,, ,"772,994","756,346"
,Actual,,Number of fatalities,, ,0,0
,Actual,,Lost time accidents,, ,9,5
,Actual,,Light duty incidents,, ,0,0
,Actual,,Medical aid incident,, ,2,0
,Actual,,Lost-time injury frequency per 200k person-hours worked,, ,2.33,1.32
,Actual,,Lost-time injury frequency per 1M person-hours worked,, ,11.64,6.61
,Actual,,Total incidents frequency per 200k person-hours worked frequency,, ,2.85,1.32
,Actual,,Total incidents frequency per 1M person-hours worked frequency,, ,14.23,6.61
,,,,, ,,
,,Abstract Bold,Contractor Health and Safety Performance, EM-MM-320a.1,403-09,,
,Actual,,Person-hours worked,, ,"1,156,254","959,360"
,Actual,,Number of fatalities,, ,0,0
,Actual,,Lost time accidents,, ,1,2
,Actual,,Light duty incidents,, ,1,2
,Actual,,Medical aid incident,, ,2,2
,Actual,,Lost-time injury frequency per 200k person-hours worked,, ,0.17,0.42
,Actual,,Lost-time injury frequency per 1M person-hours worked,, ,0.86,2.08
,Actual,,Total incidents frequency per 200k person-hours worked frequency,, ,0.69,1.25
,Actual,,Total incidents frequency per 1M person-hours worked frequency,, ,3.46,6.25
,,,,, ,,
,,Abstract Bold,Workforce,, ,,
,,Abstract Bold,"Global Workforce by Employment Type, Contract, Gender and Region",EM-MM-000.B,2-7,,
,Actual,Bold,Total contractors,, ,527,457
,Actual,Bold,Total Agnico employees,, ,484,475
,Actual,,Total employees male,, ,413,402
,Actual,,Total employees female,, ,71,73
,Actual,,Total agnico permanent,, ,464,458
,Actual,,Permanent male,, ,402,394
,Actual,,Permanent female,, ,62,64
,Actual,,Total agnico temporary,, ,18,17
,Actual,,Temporary male,, ,11,8
,Actual,,Temporary female,, ,7,9
,Actual,,Total agnico on-call,, ,0,0
,Actual,,On-call male,, ,0,0
,Actual,,On-call female,, ,0,0
,Actual,,Total student,, ,2,0
,Actual,,Student male,, ,0,0
,Actual,,Student female,, ,2,0
,Actual,Bold,Percentage contractors,, ,52.00%,49.03%
,Actual,Bold,Total workforce,, ,"1,011",932
,,,,, ,,
,,Abstract Bold,"New Employee Hires by Age Group, Gender, and Region",,401-01,,
,Actual,,Total female new hires,, ,28,31
,Actual,,Female under 30 years,, ,21,21
,Actual,,Female 30-50 years,, ,7,8
,Actual,,Female over 50 years,, ,0,2
,Actual,,Total male new hires,, ,59,55
,Actual,,Male under 30 years,, ,33,31
,Actual,,Male 30-50 years,, ,25,23
,Actual,,Male over 50 years,, ,1,1
,Actual,Bold,% Female new hires,, ,32%,36%
,Actual,Bold,Total new hires,, ,87,86
,,,,, ,,
,,Abstract Bold,"New Employee Hire Rate by Gender, and Region",,401-01,,
,Actual,,Total female new hire rate,, ,35.4%,36.9%
,Actual,,Total male new hire rate,, ,13.7%,13.2%
,Actual,,Total new hire rate,, ,17.1%,17.1%
,,,,, ,,
,,Abstract Bold,"Permanent Employee Turnover by Age Group, Gender, and Region",,401-01,,
,Actual,,Total female turnover,, ,4,4
,Actual,,Female under 30 years,, ,0,0
,Actual,,Female 30-50 years,, ,3,4
,Actual,,Female over 50 years,, ,1,0
,Actual,,Total male turnover,, ,27,30
,Actual,,Male under 30 years,, ,3,2
,Actual,,Male 30-50 years,, ,20,18
,Actual,,Male over 50 years,, ,4,10
,Actual,Bold,Total turnover,, ,31,34
,,,,, ,,
,,Abstract Bold,"Permanent Employee Turnover rate by Gender, and Region",,401-1,,
,Actual,,Total female turnover rate,, ,6.6%,6.1%
,Actual,,Total male turnover rate,, ,6.8%,7.6%
,Actual,Bold,Total turnover rate,, ,6.7%,7.4%
,,,,, ,,
,,Abstract Bold,Diversity of Employee in Management Positions by Gender,, ,,
,Actual,,Female front-line management and supervisors,, ,2,
,Actual,,Male front-line management and supervisors,, ,53,
,Actual,Bold,%Female front-line management and supervisors,, ,4%,
,Actual,,Female senior management,, ,8,
,Actual,,Male senior management,, ,19,
,Actual,Bold,%Female senior management,, ,30%,
,Actual,,Female in all management positions,, ,10,
,Actual,,Male in all management positions,, ,72,
,Actual,Bold,%Female in all management positions,, ,14%,
,,,,, ,,
,,Abstract Bold,Average Hours of Training per Year per Employee,,404-1,,
,Actual,,Total hours of training for employees,, ,"13,908","5,131"
,Actual,,Average hours of training per employee,, ,27,10
,,,,, ,,
,,Abstract Bold,Diversity of Employees per Employee Category by Gender,,405-1,,
,Actual,,Percentage of hourly employees female,, ,9%,9%
,Actual,,Percentage of hourly employees male,, ,91%,91%
,Actual,,Percentage of salaried employees female,, ,23%,24%
,Actual,,Percentage of salaried employees male,, ,77%,76%
,Actual,,Percentage of female employees,, ,15%,15%
,Actual,,Percentage of male employees,, ,85%,85%
,,,,, ,,
,,Abstract Bold,Diversity of Employees per Employee Category by Age,,405-1,,
,Actual,,Percentage of hourly employees under 30 years,, ,13%,13%
,Actual,,Percentage of hourly employees 30-50 years,, ,57%,57%
,Actual,,Percentage of hourly employees over 50 years,, ,30%,30%
,Actual,,Percentage of salaried employees under 30 years,, ,14%,13%
,Actual,,Percentage of salaried employees 30-50 years,, ,70%,68%
,Actual,,Percentage of salaried employees over 50 years,, ,24%,26%
,Actual,,Percentage of employees under 30 years,, ,0%,13%
,Actual,,Percentage of employees 30-50 years,, ,62%,61%
,Actual,,Percentage of employees over 50 years,, ,24%,26%
,,,,, ,,
,,Abstract Bold,Local and Indigenous Employment,, ,,
,Actual,,Total indigenous employees,, ,0,0
,Actual,,Percentage indigenous employees,, ,0%,0%
,Actual,,Total local employees,, ,446,439
,Actual,,Percentage local employees,, ,92%,92%
,,,,, ,,
,,Abstract Bold,Benefits Provided to Full-Time Employees,,401-2,,
,Actual,,Life insurance,,,Yes,Yes
,Actual,,Health care,,,Yes,Yes
,Actual,,Disability/invalidity coverage ,,,Yes,Yes
,Actual,,Parental leave,,,Yes,Yes
,Actual,,Retirement provision,,,Yes,Yes
,Actual,,Stock ownership,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Operational Changes ,,"402-1, MM04",,
,Actual,,Minimum notice period (in weeks) regarding operational changes,, ,2,2
,Actual,,Number of strikes and lockouts exceeding one week duration ,, ,0,0
,,,,, ,,
,,Abstract Bold,Percentage of Employees Receiving Regular Performance and Career Development Reviews,,404-3,,
,Actual,,Salaried employees who receive performance and career reviews (%),, ,100%,100%
,Actual,,Hourly employees who receive performance and career reviews (%),, ,100%,100%
,,,,, ,,
,,Abstract Bold,Incidents of Discrimination and Corrective Actions Taken,,406-1,,
,Actual,,Number of grievances about discrimination filed through a formal mechanism,, ,0,0
,Actual,,Number of grievances about discrimination investigated by the organization,, ,0,0
,Actual,,Number of remediation plans implemented as a result of an investigation,, ,0,0
,Actual,,"Number of grievances resolved, completed or withdrawn at the end of the year",, ,0,0
,,,,, ,,
,,Abstract Bold,Communities & Indigenous Peoples,, ,,
,,Abstract Bold,Operations Taking Place in or Near Indigenous Territory,EM-MM-210a.2,MM5,,
,Actual,,Is the operation adjacent or on indigenous peoples territory,,,Yes,No
,Actual,,Do formal agreements exist with indigenous peoples,,,Yes,No
,,,,, ,,
,,Abstract Bold,Local Community Engagement Impact Assessment and Development Programs,,413-1,,
,Actual,,Has the mine been subject to a social impact assessment,,,Yes,Yes
,Actual,,Are the results of environmental and social impact assessments publicly disclosed,,,Yes,Yes
,Actual,,Link to public disclosure,, ,,Public Disclosure
,Actual,,Are local community investment plans based on local community needs,,,Yes,Yes
,Actual,,Are stakeholder engagement plans based on stakeholder mapping,,,Yes,Yes
,Actual,,Was there active community engagement during the reporting year?,, ,Yes,
,Actual,,Are there local community consultation committees,,,Yes,Yes
,Actual,,Are there processes to include vulnerable groups in community consultation committees or other forms of community engagement,,,Yes,Yes
,Actual,,Is there a formal local community grievance process,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Actual or Potential Negative Impacts on Local Communities Near the Mine,,413-2,,
,Actual,,Are there actual or potential negative social impacts on local communities? ,,,No impacts,No impacts
,Actual,,Are there actual or potential negative economic impacts on local communities? ,,,No impacts,No impacts
,Actual,,Are there actual or potential negative impacts on the local communities' environmental well-being? ,,,Actual impacts,Actual impacts
,,,,, ,,
,,Abstract Bold,Community Response Mechanisms,,MM7,,
,Actual,Bold,Total number of community grievances or complaints by category,, ,0,1
,Actual,,Environmental,, ,0,0
,Actual,,Health & safety,, ,0,0
,Actual,,Social and communities,, ,0,1
,Actual,,Economic opportunities (e.g. employment & procurement),, ,0,0
,Actual,,Indigenous rights,, ,0,0
,Actual,,Land and resource use,, ,0,0
,Actual,,Mining practices and activities,, ,0,0
,Actual,,Number of grievances or complaints investigated,, ,0,0
,Actual,,Number of remediation plans implemented as a result of an investigation,, ,0,0
,Actual,,Number of grievances or complaints resolved completed or withdrawn at the end of the year,, ,0,0
,Actual,,Number of grievances not addressed within 30 days,, ,,0
,Actual,,Number of complainants during the year,, ,,1
,,,,, ,,
,,Abstract Bold,Significant Disputes or Incidents Relating to Land Use Customary Rights or Local Communities and Indigenous Peoples,, ,,
,Actual,,Total number of significant disputes,, ,0,0
,Actual,,Number of incidents investigated,, ,0,1
,Actual,,Number of remediation plans implemented as a result of an investigation,, ,0,0
,Actual,,Number of remediation plan results reviewed by internal management,, ,0,0
,Actual,,Number of disputes or incidents resolved completed or withdrawn at the end of the year,, ,0,0
,Actual,,Descriptions of any disputes or incidents,,,N/A,N/A
,,,,, ,,
,,Abstract Bold,Non-compliance with Laws and Regulations in the Social and Economic Area,, ,,
,Actual,,Where there any significant fines or non-monetary sanctions for non-compliance with social or economic laws and/or regulations?,,,No,No
,Actual,,Total monetary value of fines,,,N/A,N/A
,Actual,,Total number of non-monetary sanctions,,,N/A,N/A
,,,,, ,,
,,Abstract Bold,Closure and Remediation,, ,,
,Actual,,Does the site have a completed closure & remediation plan,,,Yes,Yes
,Actual,,If yes does the plan include social and economic considerations? ,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Political contributions,, ,,
,Actual,,Were any financial or in-kind contributions given to political or related parties?,,,No,No
,,,,, ,,
,,Abstract Bold,Human Rights,, ,,
,Actual,,Has the mine been subject to human rights reviews or human rights impact assessment1?,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Community Engagements (TSM),, ,,
,,Abstract Bold,Community of Interest Engagement,, ,,
,Actual,,Does the operation publicy report on COI engagements including type of engagements and topic/themes of the engagement? ,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Community of Interest Feedback on Engagement and Outcomes,, ,,
,Actual,,Does the operation publicy report on COI feedback on engagements and outcomes?,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Effectiveness of Community Engagement System,, ,,
,Actual,,Does the operation publicy report on the effectiveness of the engagement system?,,,Yes,Yes
,,,,, ,,
,,Abstract Bold,Economic Performance,,202-1,,
,,Abstract Bold,Ratios of Standard Entry Level Wage by Gender Compared to Local Minimum Wage ,, ,,
,Actual,,Local minimum wage in local currency,, ,12.52,12.96
,Actual,,Ratio of female entry level wage to local minimum wage,, ,1:1,1
